Actor,Director,Movie,Movie_release
"Ngô Thanh Vân,Phan Thanh Nhiên,Trấn Thành,Ninh Dương Lan Ngọc,Kiều Minh Tuấn,Katie Nguyễn,Ninh Dương Lan Ngọc,Lê Khanh,Lê Xuân Tiền,Hồng Vân,Jun Vũ,Huy Khánh,Trường Giang,Đức Thịnh,Miu Lê,Ngô Kiến Huy,Hứa Vĩ Văn,Hari Won,Thái Hòa,Diễm My 9x,Huy Khánh,Thu Trang,Huỳnh Anh Tuấn,Nhã Phương,Trấn Thành,Thái Hòa,Phương Anh Đào,Hứa Vỹ Văn,Kiều Minh Tuấn,Huy Khánh,Nhã Phương,Thái Hòa,NSƯT Kim Xuân,Jun Vũ,Khổng Tú Quỳnh,Hồng Ánh,Thanh Hằng,Mỹ Duyên,Thái Hòa,Johnny Trí Nguyễn,Ninh Dương Lan Ngọc,Chi Pu,Miu Lê,Ngô Kiến Huy,Jun Phạm,Hoàng Yến Chibi,Sơn Tùng M-TP,Hari Won,Phạm Quỳnh Anh,Ngô Kiến Huy,Hứa Vĩ Văn,NSƯT Hữu Châu,Ngô Thanh Vân,Isaac,Will,Jun,S.T,Ninh Dương Lan Ngọc,Ngọc Trai,Thu Trang,Hoài Linh,Việt Hương,Ngân Khánh,Miu Lê,Bảo Anh,Chí Tài,Tấn Beo,Hoài Linh,Kim Thư,Thu Trang,Trấn Thành,Kiều Minh Tuấn,Ngô Thanh Vân,Ninh Dương Lan Ngọc,Diễm My 9x,S.T","Lê Văn Kiệt,Nhất Trung,Victor Vũ,Lê Thanh Sơn,Trần Nguyễn Bảo Nhân,Nam Cito,Lý Hải,Đức Thịnh,Phan Gia Nhật Linh,Charlie Nguyễn,Đức Thịnh,Charlie Nguyễn,Lý Hải,Victor Vũ,Nguyễn Quang Dũng,Charlie Nguyễn,Victor Vũ,Kathy Uyên,Phan Gia Nhật Linh,Nguyễn Quang Huy,Ngô Thanh Vân,Nhất Trung,Trần Ngọc Giàu,Đồng Đăng Giao,Trần Bửu Lộc,Kay Nguyễn","Hai Phượng,Cua lại vợ bầu,Mắt Biếc,Em chưa 18,Gái già lắm chiêu 3,Siêu sao siêu ngố,Em là bà nội của anh,Để Mai tính 2,Trạng Quỳnh,Chàng Vợ Của Em,Lật mặt 3: Ba chàng khuyết,Quả tim máu,Tháng năm rực rỡ,Tèo em,Tôi thấy hoa vàng trên cỏ xanh,Chị chị em em,Cô gái đến từ hôm qua,Chàng trai năm ấy,Tấm Cám: Chuyện chưa kể,Đôi mắt âm dương,Nhà có 5 nàng tiên,Cô Ba Sài Gòn","2019
,2019
,2019
,2017
,2020
,2019
,2018
,2015
,2014
,2019
,2018
,2018
,2014
,2018
,2013
,2015
,2019
,2017
,2014
,2016
,2020
,2013
,2016
,2017
,2019
"
